The Red Chord,Deathcore,Grindcore,Technical deathcore,,
Verdunkeln,Psychedelic black,,,,
Abruptum,Black,Ambient,Noise,,
Cadacross,Death,Melodic death,Folk,Power,
Carpe Noctem,Black,,,,
Cloak Of Altering,Avantgarde black,,,,
Code,Black,Doom,Post-rock,Progressive rock,
Criminal,Death,Thrash,,,
Cryonic Temple,Power,,,,
Extreme Noise Terror,Crust punk,,Death,Grindcore,
Faal,Black,Doom,,,
Gormathon,Melodic death,,,,
Heretoir,Depressive black,,,,
Herm�tica,Thrash,,,,
Highland Glory,Power,,,,
Iskald,Melodic black,,,,
Katharsis,Black,,,,
Kawir,Pagan black,,,,
Kuolemanlaakso,Death doom,,,,
Light This City,Melodic death,Metalcore,,,
Lizzy Borden,Heavy,,,,
Lullacry,Suomi,,,,
Merciless,Thrash,,,,
Mourning Lenore,Death doom,,,,
Netherion,Death,,,,
Phideaux,Progressive rock,,,,
Runic,Viking folk,Extreme power,,,
Saurom,Folk,Power,,,
ScoX,Brutal death,,,,
Solstice,Epic doom,,,,
Todesbonden,Atmospheric doom,Atmospheric gothic,,,
Troll,Industrial black,,,,
Valkyrja,Black,,,,
Wulfgar,Melodic death,,,,
�vangelist,Blackened death,,,,
Almafuerte,Heavy,Thrash,Folk,,
American Head Charge,Industrial,Nu,,,
Autumnblaze,Black,Gothic rock,Doom,Gothic,
Beheaded,Brutal death,Technical death,,,
Christian Mistress,Heavy,,,,
Daemonarch,Melodic black,,,,
Destrage,Melodic death,Metalcore,,,
Hammerforce,Symphonic,Power,Progressive,,
King's X,Progressive rock,Progressive,,,
Mare Cognitum,Atmospheric black,,,,
Nahemah,Symphonic black,Progressive death,Post-metal,,
Necrodeath,Blackened thrash,,,,
Nothgard,Pagan black,,,,
Onmyo-Za,Heavy,Folk,,,
Pharaoh,Heavy,Us power,,,
Procession,Doom,,,,
Scar The Martyr,Alternative,Industrial,,,
Stravaganzza,Symphonic,,,,
Sunless Rise,Melodic death,Extreme power,,,
Theory In Practice,Melodic death,Technical death,,,
Thrudvangar,Viking black,,,,
Trauma,Death,,,,
Vale Of Pnath,Technical death,,,,
Zimmers Hole,Speed,Thrash,,,
Acheron,Blackened death,,,,
Barathrum,Black,,,,
Bell Witch,Funeral doom,,,,
Bifr�st,Pagan black,Folk,,,
Biomechanical,Progressive,Thrash,,,
Black Flag,Sludge,Hardcore,Punk,,
Dies Irae,Death,,,,
Dreams Of Sanity,Symphonic,,,,
Ekove Efrits,Black,,,,
Folkstone,Folk,,,,
Gloria Morti,Thrash,Melodic black,Melodic death,,
K�lter,Melodic death,Progressive,,,
Kobra And The Lotus,Heavy,,,,
Kongh,Sludge,Doom,,,
Negator,Black,,,,
Nervosa,Thrash,,,,
Nightbringer,Black,,,,
Obliteration,Death,,,,
Odious,Black,Oriental folk,,,
Omega Lithium,Gothic industrial,,,,
Poema Arcanus,Progressive doom,,,,
Scarve,Technical death,,,,
Sceptic,Technical death,,,,
Schandmaul,Medieval folk,Medieval,Folk rock,,
Skagos,Atmospheric black,,,,
SpiRitual,Gothic,,,,
Svartby,Folk,,,,
The Amenta,Industrial death,,,,
The Axis Of Perdition,Industrial black,Dark,Ambient,,
Weakling,Black,,,,
Welicoruss,Symphonic black,,,,
When Nothing Remains,Funeral doom,,,,
Winger,Glam,Hard rock,,,
Wretched,Melodic deathcore,Technical death,,,
Zeal And Ardor,Avantgarde black,,,,
Armageddon,Melodic death,Heavy,Power,,
Atlantean Kodex,Heavy,Doom,,,
Beautiful Sin,Heavy,,,,
Callenish Circle,Gothenburg,,,,
Chaos Divine,Melodic death,Progressive,,,
Crionics,Black,Death,,,
Crom,Viking folk,Power,,,
Decadence,Thrash,Melodic death,,,
Dekadent,Symphonic black,,,,
Dr�psnatt,Atmospheric black,Pagan black,,,
Emigrate,Industrial,,,,
Eucharist,Melodic death,,,,
Frosttide,Extreme power,,,,
Hammer Horde,Pagan black,,,,
Immortal Souls,Melodic death,Heavy,Doom,,
Ingested,Brutal death,,,,
Insania,Power,,,,
Kekal,Black,Avantgarde,,,
Khanate,Extreme sludge,Doom,,,
Leah,Symphonic,,,,
Oceans Of Sadness,Extreme avantgarde,Extreme progressive,,,
Paragon,Power,,,,
Parasite Inc.,Melodic death,,,,
Planet Of Zeus,Stoner,,,,
Sister Sin,Heavy,,,,
Slechtvalk,Black,,,,
Sons Of Seasons,Symphonic progressive,,,,
Sun Of The Blind,Avantgarde black,,,,
Svart Crown,Black,Death,,,
The Few Against Many,Melodic death,Symphonic,,,
The Haarp Machine,Technical death,Progressive,,,
Therapy?,Alternative,Hard rock,,,
Thou,Sludge,Doom,,,
Timo Tolkki,Neoclassical power,Progressive,,,
Worship,Funeral doom,,,,
Al-Namrood,Black,,,,
An Abstract Illusion,Melodic death,Progressive death,,,
Arakain,Thrash,,,,
Arcana Coelestia,Funeral doom,Atmospheric black,,,
Bornholm,Pagan black,,,,
Bulldozer,Thrash,,,,
Cage,Heavy,,,,
Cold Body Radiation,Atmospheric black,Shoegaze,Post-rock,,
Crystal Eyes,Power,,,,
Deathchain,Thrash,Death,,,
Derek Sherinian,Progressive,Progressive rock,,,
Desolate Shrine,Death,,,,
Destroy Destroy Destroy,Extreme power,,,,
Drowning The Light,Black,,,,
Elegy,Progressive power,,,,
Elf,Blues rock,Hard rock,,,
Fozzy,Heavy,,,,
Gardenian,Melodic death,,,,
Hades Almighty,Black,,,,
Holy Terror,Thrash,,,,
HolyHell,Symphonic power,,,,
Illidiance,Symphonic black,Industrial,,,
Lord,Power,Heavy,,,
Manslaughter,Death,Black,,,
Obtest,Brutal death,Pagan black,Pagan folk,,
Oceans Of Slumber,Extreme progressive,,,,
Ram-Zet,Extreme avantgarde,,,,
Sacrifice,Thrash,,,,
Salem,Black,Doom,Death,,
Satariel,Black,Melodic death,,,
Shakra,Hard rock,Heavy,,,
Tharaphita,Pagan black,,,,
The Black Mages,Progressive,,,,
Thy Serpent,Melodic black,,,,
To Cast A Shadow,Doom,Gothic,,,
Yggdrasil,Folk,,,,
1000 Funerals,Funeral doom,,,,
Aaskereia,Pagan black,,,,
Amaran,Gothenburg,,,,
Angelcorpse,Blackened death,,,,
ASP,Industrial gothic,Gothic rock,,,
Beyond Fear,Heavy,,,,
Blackthorn,Symphonic gothic,,,,
Blitzkrieg,New wave of british heavy,Heavy,,,
Christian Muenzner,Progressive,Instrumental,,,
Christopher Lee,Heavy,Power,,,
Concerto Moon,Power,,,,
Coronatus,Gothic,,,,
Death Breath,Death,,,,
Depressed Mode,Funeral doom,Melodic death,,,
Fall Of The Leafe,Melodic death,Gothic,Heavy,,
Forever Slave,Gothic,,,,
Gallhammer,Black,Crust punk,,,
Germ,Depressive black,Electronica,Shoegaze,,
Glittertind,Viking folk,Punk rock,,,
Irminsul,Viking folk,,,,
Izegrim,Death,Melodic death,Thrash,,
L��z Rockit,Bay area thrash,,,,
Make Them Suffer,Symphonic deathcore,,,,
Michael Schenker's Temple Of Rock,Hard rock,,,,
Moi Dix Mois,Symphonic gothic,,,,
Mustasch,Heavy,,,,
Odroerir,Pagan folk,,,,
Pillorian,Atmospheric black,,,,
Sanctity,Melodic thrash,,,,
Saviour Machine,Gothic,,,,
Sinamore,Gothic,Gothic rock,,,
Sons Of Aeon,Melodic death,,,,
Steelheart,Glam,Gothic,,,
Stone,Speed,Thrash,,,
The Howling Void,Funeral doom,Symphonic doom,,,
The Prophecy,Death doom,,,,
Thronar,Atmospheric black,Folk,,,
Toundra,Instrumental Post-metal,,,,
Tremonti,Heavy,,,,
Visceral Bleeding,Brutal death,,,,
Winter,Death doom,,,,
Alarum,Progressive,Fusion,,,
Bar�n Rojo,Hard rock,Heavy,,,
Battle Of Mice,Post-metal,,,,
Benedictum,Heavy,,,,
Bison B.C.,Sludge,,,,
Black Country Communion,Hard rock,Blues rock,,,
Carnal Forge,Death,Thrash,,,
Cemetary,Death,Gothic,,,
Demon,New wave of british heavy,Hard rock,Heavy,,
Diamond Plate,Thrash,,,,
Disincarnate,Death,,,,
End Of You,Suomi,,,,
Eulen,Doom,Black,,,
Forsaken,Doom,Heavy,,,
Galloglass,Power,,,,
Grave Miasma,Death,,,,
Harmony,Progressive power,,,,
Hatriot,Thrash,,,,
Headspace,Progressive,Progressive rock,,,
Horseback,Ambient,Drone,,Post-rock,
Hoth,Melodic black,Melodic death,,,
Hunter,Thrash,Alternative,,,
Indian,Blackened sludge,Doom,,,
Living Sacrifice,Death,Metalcore,Thrash,,
Naildown,Melodic death,,,,
One Man Army And The Undead Quartet,Death,Thrash,,,
Prototype,Progressive,,,,
Regurgitate,Goregrind,,,,
Sahg,Stoner,,,,
Severed Savior,Brutal death,Technical death,,,
Spheric Universe Experience,Progressive,,,,
Tokyo Blade,New wave of british heavy,Heavy,,,
Votum,Heavy,Progressive,,,
Ade,Death,,,,
Anti,Depressive black,,,,
Arch/Matheos,Progressive,,,,
Believer,Technical thrash,,,,
Blaze Of Perdition,Black,,,,
Byfrost,Black,Thrash,,,
Catacombs,Funeral doom,,,,
Conan,Doom,Stoner,,,
Count Raven,Doom,,,,
Cripper,Thrash,,,,
Darkest Era,Folk,Doom,Heavy,,
Defiance,Thrash,,,,
Demonica,Thrash,,,,
Downfall Of Gaia,Atmospheric sludge,Post-metal,,,
Fifth Angel,Us power,,,,
Galar,Viking black,Folk,Neofolk,,
Helltrain,Death 'n' roll,,,,
Hypomanie,Shoegaze,Black,,,
Inter Arma,Blackened sludge,,,,
Iommi,Heavy,Hard rock,,,
Kipelov,Heavy,,,,
Mantic Ritual,Thrash,,,,
Massacra,Death,Groove thrash,Heavy,Thrash,
Mechanical Poet,Symphonic progressive,,,,
Mindplotter,Math,,,,
Misery Signals,Metalcore,,,,
Nasheim,Black,,,,
Nazxul,Black,,,,
Obscurity,Pagan folk,Viking black,,,
Ramp,Heavy,Industrial thrash,Thrash,,
Regarde Les Hommes Tomber,Black,Post-metal,Sludge,,
Runemagick,Death,Death doom,,,
Shrinebuilder,Doom,Sludge,Stoner,,
Stormwitch,Heavy,,,,
Thanatos,Death,Thrash,,,
The Hourglass,Heavy,,,,
The Provenance,Experimental gothic,Progressive death,Doom,,
The Rotted,Grindcore,Brutal death,Death,Punk,
Today Is The Day,Hardcore,Noise rock,,,
Vampiria,Blackened gothic,,,,
Wormlust,Black,,,,
Yyrkoon,Death,,,,
Zonata,Power,,,,
�rkenkj�tt,Extreme progressive,,,,
Acherontas,Black,,,,
Alabama Thunderpussy,Stoner,Heavy,,,
Antediluvian,Blackened death,,,,
Argus,Doom,Heavy,,,
Black Fast,Thrash,Progressive black,,,
Breakdown Of Sanity,Metalcore,Deathcore,,,
Celeste,Black,Sludge,Hardcore,,
Chaos Moon,Atmospheric black,,,,
Christ Agony,Black,,,,
Comatose Vigil,Funeral doom,,,,
Crimson Moonlight,Black,,,,
De Profundis,Death doom,Extreme progressive,Technical death,,
Demians,Alternative rock,Progressive,,,
Descending,Gothenburg,Metalcore,,,
Dreamscape,Progressive,,,,
For Today,Metalcore,,,,
Frailty,Death doom,,,,
Genghis Tron,Cyber grindcore,,,,
Gernotshagen,Pagan black,Folk,,,
Happy Days,Depressive black,,,,
Hatchet,Bay area thrash,,,,
How Like A Winter,Gothic doom,,,,
Liege Lord,Us power,Thrash,,,
Loudblast,Death,Thrash,,,
Lychgate,Progressive black,Atmospheric black,,,
M�tiilation,Black,,,,
Magrudergrind,Grindcore,,,,
Michael Kiske,Hard rock,,,,
Misanthrope,Melodic death,,,,
Nirvana 2002,Death,,,,
Orphanage,Melodic death,Gothic,,,
Ovid's Withering,Blackened deathcore,Symphonic deathcore,Progressive deathcore,,
Realm,Progressive thrash,,,,
Repugnant,Death,Thrash,,,
Rob Rock,Us power,,,,
RoutaSielu,Melodic death,,,,
Shadowside,Power,,,,
Signum Regis,Progressive,Power,,,
Sombres For�ts,Black,,,,
Sunpocrisy,Progressive death,Atmospheric sludge,Post-metal,,
Symphorce,Power,,,,
The Arcane Order,Melodic death,Thrash,,,
The Browning,Metalcore,Trancecore,,,
The Flight Of Sleipnir,Doom,Folk,Stoner,,
Turbo,Hard rock,Heavy,Thrash,Speed,
Until Death Overtakes Me,Funeral doom,Ambient,,,
Vinnie Moore,Hard rock,Neoclassical,Instrumental,,
Viraemia,Brutal death,Technical death,,,
Voices,Black,,,,
Wormphlegm,Funeral doom,Drone,,,
Act Of Defiance,Heavy,Thrash,,,
Aes Dana,Atmospheric black,Celtic black,,,
Aeveron,Melodic death,Black,,,
Aluk Todolo,Black,Krautrock,,,
Armory,Power,,,,
Autumnia,Melodic death,Doom,,,
Avrigus,Gothic doom,Neoclassical darkwave,,,
Blazing Eternity,Atmospheric doom,,,,
Catafalque,Gothic,,,,
Chalice Of Doom,Melodic death,Doom,,,
Chthe'ilist,Death,,,,
Cruciamentum,Death,,,,
Divinity,Progressive death,Thrash,,,
Dol Ammad,Electronic symphonic,,,,
Dreamland,Heavy,Power,,,
Eisregen,Gothic black,,,,
Eyefear,Progressive,Power,,,
Fear Of Domination,Melodic death,Industrial,,,
First Fragment,Technical death,,,,
Frequency Of Butterfly Wings,Melodic death,Doom,,,
Fuck The Facts,Grindcore,Noise,,,
Grey Heaven Fall,Black,Death,,,
Gruesome,Death,,,,
Illogicist,Technical death,,,,
Insect Warfare,Grindcore,,,,
Ion Dissonance,Deathcore,Math,Metalcore,,
Istapp,Melodic black,,,,
Kriegsmaschine,Black,,,,
M�rk Gryning,Black,,,,
Mar?olea,Pagan black,,,,
Nevid,Pagan folk,,,,
Nostradameus,Power,Thrash,,,
Phantasma (NED),Symphonic,,,,
Psyopus,Metalcore,Technical grindcore,,,
Rise Of Avernus,Progressive gothic,Progressive doom,,,
Sarke,Black,Black 'n' roll,,,
Serious Black,Power,,,,
Seth,Black,,,,
Supreme Majesty,Power,,,,
Symphonity,Symphonic power,,,,
The Wretched End,Death,Thrash,,,
Unholy,Death doom,,,,
Valtari,Melodic death,,,,
Volumes,Math,Djent,,,
�rst��ir L�fsins,Black,Folk,,,
Advent Sorrow,Symphonic black,Death,,,
Amogh Symphony,Progressive death,Avantgarde,,,
Ancient Ascendant,Death,,,,
Annotations Of An Autopsy,Deathcore,Brutal death,,,
Attacker,Us power,,,,
Canaan,Doom,,,,
Carcariass,Technical death,,,,
Centinex,Death,,,,
Ceremonial Oath,Melodic death,Gothenburg,,,
Circle Of Dead Children,Grindcore,,,,
Convulse,Death,Speed,,,
Crystalic,Progressive,Melodic death,,,
Doom,Crust punk,,,,
Enter Shikari,Metalcore,Trancecore,,,
Flourishing,Technical death,Grindcore,Sludge,,
Forgotten Tales,Power,,,,
Garden Of Shadows,Melodic death,,,,
Grayceon,Progressive,,,,
Hackneyed,Death,,,,
I Killed The Prom Queen,Metalcore,,,,
Infinite Tales,Gothenburg,,,,
Insision,Brutal death,,,,
iwrestledabearonce,Avantgarde metalcore,Avantgarde math,,,
Karlahan,Melodic death,Symphonic death,,,
Karma To Burn,Stoner,,,,
Krieg,Black,,,,
Lamented Souls,Doom,,,,
Landmine Marathon,Death,,,,
Malignancy,Brutal death,,,,
Myrkskog,Black,Brutal death,,,
Necros Christos,Black,Death,,,
Netherbird,Melodic black,,,,
November-7,Symphonic,Heavy,Industrial,,
Octavia Sperati,Gothic,,,,
Old Man Gloom,Post-metal,Sludge,,,
Pokolg�p,Heavy,,,,
Pressure Points,Progressive,Death,,,
Profetus,Funeral doom,,,,
Psychonaut 4,Depressive black,,,,
Raubtier,Industrial,,,,
Ride The Sky,Progressive power,,,,
Ripping Corpse,Death,Thrash,,,
Steve Harris,Heavy,,,,
Sunrise,Power,,,,
Thank You Scientist,Progressive rock,,,,
The Gates Of Slumber,Doom,,,,
Vordven,Atmospheric black,,,,
Abyssic Hate,Black,Depressive black,,,
Ador Dorath,Gothic black,,,,
Agora,Progressive,,,,
Alkerdeel,Black,Sludge,,,
Arion,Symphonic,Power,,,
Arizmenda,Psychedelic black,,,,
Arrayan Path,Power,Heavy,,,
Ash Borer,Black,,,,
Atargatis,Symphonic gothic,,,,
Battleroar,Heavy,,,,
Besatt,Black,,,,
Blood Tsunami,Thrash,Death,,,
Bullet,Heavy,Hard rock,,,
Cirith Gorgor,Black,,,,
Coprofago,Technical thrash,Progressive thrash,Math,,
Darksun,Symphonic power,,,,
Dawnbringer,Blackened heavy,Heavy,,,
Den Saakaldte,Black,,,,
Device,Alternative,Industrial,,,
Dezperadoz,Heavy,,,,
Empyrios,Progressive thrash,,,,
FEJD,Folk,,,,
Filter,Industrial rock,Alternative rock,,,
Fort��,Black,,,,
Guardians Of Time,Power,,,,
Hangar,Power,,,,
Heol Telwen,Celtic black,Celtic folk,,,
Krypt,Black,,,,
Machine Men,Heavy,,,,
Marionette,Melodic death,Metalcore,,,
Meliah Rage,Power,Thrash,,,
Minas Morgul,Pagan black,,,,
Mystic Circle,Melodic black,,,,
Narjahanam,Death,,,,
Norma Jean,Metalcore,,,,
Pryapisme,Avantgarde,,,,
Revenge,Black,Death,,,
Scanner,Power,,,,
Seeds Of Iblis,Black,,,,
Seraphim,Power,,,,
Sex Machineguns,Power,Speed,,,
Skylark,Power,,,,
Striborg,Ambient black,,,,
Sun Caged,Progressive,,,,
Sun Devoured Earth,Atmospheric black,,Post-rock,Shoegaze,
Teramaze,Progressive,,,,
The Bishop Of Hexen,Symphonic black,,,,
The Blinded,Gothenburg,Melodic metalcore,,,
The Murder Of My Sweet,Symphonic,,,,
Trist,Ambient black,,,,
Usurper,Black,Death,Thrash,,
What Mad Universe,,Post-rock,Atmospheric sludge,,
�xx� X��x,Doom,Gothic,,,
Akelei,Atmospheric doom,,,,
Alda,Atmospheric black,Neofolk,,,
Appearance Of Nothing,Progressive,Symphonic power,,,
Arven,Melodic power,,,,
Battlesoul,Folk,Thrash,,,
Beto V�zquez Infinity,Symphonic,,,,
Betraying The Martyrs,Progressive deathcore,Symphonic death,,,
Borgne,Atmospheric black,,,,
Bran Barr,Celtic folk,,,,
Cloudscape,Progressive,,,,
Cryptic Slaughter,Crossover thrash,,,,
Crystallion,Power,,,,
Dark Flood,Melodic death,,,,
Darkened Nocturn Slaughtercult,Black,,,,
Deathhammer,Thrash,,,,
Eden's Curse,Hard rock,Heavy,,,
Evil Masquerade,Power,Progressive,,,
Farshid Arabi,Heavy,,,,
Funeral Mourning,Black,Funeral doom,,,
George Kollias,Death,,,,
Ghost Ship Octavius,Progressive,,,,
Hands Of Despair,Progressive black,,,,
Hanoi Rocks,Glam rock,,,,
Holocaust,New wave of british heavy,Heavy,Progressive,,
Inactive Messiah,Industrial death,Melodic death,,,
Infern�l M�jesty,Thrash,,,,
Khemmis,Doom,,,,
Lonewolf,Heavy,Power,,,
Mind's Eye,Progressive,,,,
Mortad,Death,Thrash,,,
My Shameful,Death doom,,,,
My Sleeping Karma,Psychedelic rock,Stoner rock,,,
Nazgul,Black,Folk,,,
Nero Di Marte,Extreme progressive,Progressive death,Alternative,,
New Keepers Of The Water Towers,Doom,Stoner,Progressive rock,,
Okera,Melodic death,Doom,,,
Priestess,Hard rock,Stoner rock,,,
Profane Omen,Groove thrash,Alternative,,,
Red Harvest,Thrash,Industrial,,,
Reflexion,Suomi,,,,
Resurrection,Death,,,,
Semargl,Melodic black,Blackened death,Industrial,Electronic,
Skitliv,Black,Doom,,,
Son Of Aurelius,Technical death,Progressive,,,
Sworn,Melodic black,,,,
The Atlas Moth,Stoner,Sludge,,,
The Forsaken,Melodic death,,,,
Ultra Vomit,Grindcore,Hard rock,Heavy,Gothenburg,
Verjnuarmu,Melodic death,,,,
Vertigo Steps,Progressive,,,,
Vomit The Soul,Brutal death,,,,
Wayfarer,Atmospheric black,,,,
Wovenwar,Alternative,,,,
Accu�er,Thrash,,,,
Almanac,Symphonic power,,,,
Anthem,Heavy,,,,
Apocynthion,Black,Post-metal,,,
Brocas Helm,Heavy,,,,
Burden Of Grief,Melodic death,,,,
Burning Point,Melodic power,,,,
Bury Tomorrow,Melodic metalcore,,,,
Cadaver,Death,,,,
Cave In,Alternative rock,Hardcore,,,
Channel Zero,Thrash,,,,
Chaos Ech?s,Death,Doom,,,
Corpsessed,Death,,,,
Corpus Christii,Black,,,,
Darkest Horizon,Melodic death,,,,
Dawn Of Ashes,Aggrotech,Melodic black,Industrial,,
Deinonychus,Black,Doom,,,
Demiurg,Death,,,,
Disbelief,Death,Sludge,,,
Disfiguring The Goddess,Brutal death,Grindcore,,,
Dominici,Progressive,,,,
Doomed,Death doom,,,,
Eldritch,Power,Thrash,,,
Elexorien,Symphonic power,Black,,,
Enchant,Progressive,Progressive rock,,,
Enthring,Melodic death,Symphonic,,,
Faanefjell,Symphonic black,Folk,,,
Facebreaker,Death,Thrash,,,
Fragments Of Unbecoming,Melodic death,,,,
General Surgery,Grindcore,,,,
Haemorrhage,Goregrind,,,,
Hearse,Melodic death,,,,
Horn Of The Rhino,Doom,Sludge,,,
Icewind,Power,,,,
Impetigo,Grindcore,Death,,,
Impiety,Death,Blackened thrash,,,
Inanimate Existence,Brutal death,Technical death,,,
Indesinence,Death doom,,,,
Jambinai,Folk,Post-metal,,,
Kaledon,Power,,,,
Kill Devil Hill,Heavy,,,,
Legenda Aurea,Symphonic power,Symphonic progressive,,,
Leng Tch'e,Grindcore,,,,
Lion's Share,Power,Thrash,,,
Loch Vostok,Extreme progressive,Melodic death,,,
Lost In Thought,Progressive,,,,
Malefice,Metalcore,,,,
Manigance,Heavy,,,,
Metal Allegiance,Heavy,Thrash,,,
Monumental Torment,Technical death,,,,
Moonlyght,Progressive,,,,
Mumakil,Grindcore,,,,
Mysticum,Industrial black,,,,
Necronomicon,Thrash,,,,
Nothingface,Nu,Alternative,,,
Primitive Man,Blackened sludge,Noise,,,
Rose Tattoo,Heavy,Hard rock,,,
Ruins,Black,,,,
Saattue,Melodic doom,Melodic death,,,
Satan's Host,Us power,Blackened death,Blackened heavy,,
Seance,Death,,,,
Souldrainer,Melodic death,,,,
SSS,Crossover thrash,,,,
The Obsessed,Doom,,,,
Thy Disease,Industrial death,,,,
Tribuzy,Power,,,,
Tystnaden,Gothic,Gothenburg,,,
VON,Black,,,,
Vorna,Pagan folk,Melodic black,,,
Winterstorm,Power,Folk,,,
Witch Mountain,Doom,,,,
Zierler,Progressive,,,,
A Storm Of Light,Post-metal,,,,
Aeon Zen,Progressive,,,,
Alogia,Power,Progressive,,,
Amon,Death,,,,
Anonymus,Thrash,,,,
Appalachian Winter,Symphonic black,,,,
Armagedda,Black,,,,
Asrai,Gothic,,,,
Atrox,Progressive gothic,,,,
Bend The Sky,Progressive,Djent,Instrumental,,
Bong,Drone doom,Psychedelic doom,,,
Bongzilla,Sludge,Stoner,,,
Bossk,Atmospheric sludge,,,,
Capharnaum,Technical death,,,,
Cianide,Death doom,,,,
Conquest,Power,,,,
David Maxim Micic,Progressive rock,Progressive,,,
Death SS,Heavy,Industrial,Doom,,
Devil You Know,Metalcore,,,,
Disavowed,Death,Brutal death,,,
Dissimulation,Black,Thrash,,,
Dreamtone & Iris Mavraki's Neverland,Progressive,Power,,,
Dust Bolt,Thrash,,,,
Eibon,Black,Doom,Sludge,,
Eldamar,Atmospheric black,Ambient black,,,
Enochian Theory,Progressive,,,,
Eternal Deformity,Progressive,Doom,,,
Evenoire,Symphonic,Folk,,,
Eventide,Gothenburg,Progressive,,,
Evig Natt,Death doom,Gothic,,,
Golden Resurrection,Neoclassical power,,,,
Grift,Black,,,,
Hallows Eve,Thrash,Speed,,,
Hayagriva,Melodic black,,,,
Heed,Power,,,,
Hellveto,Atmospheric black,,,,
Hevein,Melodic thrash,,,,
Holy Martyr,Heavy,,,,
Iron Reagan,Hardcore,Punk,,,
Jupiter,Symphonic power,,,,
Khonsu,Black,Industrial,Progressive,,
Koldbrann,Black,,,,
Kryptos,Heavy,Thrash,,,
Lanfear,Progressive,Power,,,
Leatherwolf,Heavy,Us power,,,
Lord Symphony,Power,,,,
Mastifal,Thrash,Death,,,
Merrow,Progressive,Instrumental,,,
Metalforce,Heavy,Power,,,
Nachtblut,Melodic black,,,,
Noble Beast,Power,,,,
Obsequiae,Black,Death,Melodic black,Folk,
Obtained Enslavement,Symphonic black,Death,Black,,
Omit,Doom,Symphonic,,,
P.H.O.B.O.S.,Industrial doom,,,,
Phlebotomized,Progressive death,,,,
Pitbulls In The Nursery,Technical death,Progressive,,,
Pyrithion,Death,,,,
Ravenscry,Alternative,Gothic,,,
Revolting,Death,,,,
Saille,Symphonic black,,,,
Sebastien,Melodic power,,,,
Svart,Depressive black,Funeral doom,,,
The Answer,Hard rock,,,,
The Elysian Fields,Black,Melodic death,,,
The Stone,Black,,,,
Trigger The Bloodshed,Death,,,,
Tyrant Of Death,Extreme industrial,,,,
Unmoored,Progressive death,Death,,,
Urna,Black,Funeral doom,,,
Vangough,Progressive,,,,
Vattnet Viskar,Atmospheric black,Doom,,,
Vendetta,Heavy,,,,
Wildernessking,Progressive black,,,,
Withered,Blackened death,,,,
Wormfood,Gothic,Avantgarde,Industrial thrash,,
Zao,Metalcore,,,,
Agressor,Death,Thrash,,,
Arcane,Progressive,,,,
Au-Dessus,Black,Post-metal,,,
Behold The Arctopus,Progressive,,,,
Black Anvil,Black,Thrash,,,
Black Cobra,Sludge,,,,
Blaze,Heavy,,,,
Blinded By Faith,Melodic black,Death,Thrash,,
Blodsrit,Black,,,,
Butcher Babies,Metalcore,Nu,,,
Castevet,Progressive black,Post-metal,Hardcore,,
Ceremonial Castings,Black,,,,
Cloven Hoof,New wave of british heavy,Heavy,,,
Consummatum Est,Black,Funeral doom,,,
Daysend,Thrash,,,,
De Magia Veterum,Avantgarde black,,,,
Devilish Impressions,Avantgarde,Black,,,
Devilment,Gothic,Symphonic,,,
Enochian Crescent,Black,,,,
Eyes Of Noctum,Symphonic black,,,,
HDK,Thrash,Symphonic,,,
Head Control System,Alternative,,,,
Heavy Load,Heavy,,,,
Highlord,Power,,,,
Holocausto Canibal,Brutal death,Goregrind,,,
Howls Of Ebb,Black,Death,,,
Insidious Decrepancy,Brutal death,Technical death,,,
Intestine Baalism,Thrash,Death,,,
Judicator,Power,,,,
Kells,Symphonic gothic,Alternative,,,
Ketzer,Black,Thrash,,,
King Parrot,Thrash,Grindcore,,,
Klabautamann,Atmospheric black,Folk,,,
Kowai,Gothic,Gothic rock,,,
Lair Of The Minotaur,Sludge,,,,
Liberteer,Grindcore,,,,
Milking The Goatmachine,Death,Grindcore,,,
Mortifera,Black,,,,
Nasty Savage,Thrash,Us power,,,
Obscenity,Death,,,,
Operation: Mindcrime,Progressive,,,,
Orkrist,Melodic black,Doom,,,
Riger,Pagan black,,,,
Saturnian,Extreme symphonic,Symphonic black,,,
Scarpoint,Melodic death,,,,
Seth.ECT,Industrial,,,,
Six Magics,Power,,,,
So Hideous,Black,Post-metal,,,
Solar Fragment,Power,Heavy,,,
Space Odyssey,Progressive,Neoclassical,,,
Tenet,Death,Thrash,,,
The Body,Sludge,Industrial,Avantgarde,,
Trials,Thrash,,,,
Vredehammer,Black,Death,,,
Vulcano,Death,Thrash,,,
Wastefall,Progressive,,,,
Wedard,Depressive black,,,,
Weedpecker,Psychedelic stoner,Grunge,,,
Winterborn,Power,,,,
Wolven Ancestry,Melodic black,,,,
Xystus,Progressive power,,,,
4th Dimension,Symphonic power,,,,
A Sound Of Thunder,Heavy,Power,Progressive,,
Ablaze My Sorrow,Melodic death,,,,
Ace Frehley,Hard rock,Glam,,,
Acyl,Progressive,Oriental folk,,,
Agent Fresco,Progressive,Alternative,,,
Anthelion,Symphonic black,,,,
Arise,Death,Thrash,,,
Aurora Borealis,Blackened death,,,,
Black Obelisk,Heavy,Thrash,,,
Bloodsoaked,Brutal death,,,,
Cargo,Hard rock,Heavy,,,
Cemetery Of Scream,Gothic doom,,,,
